created_at,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor)
2021-10-26T13:39:18+00:00,25.14475,71.87379,19.96692,13111.0,13882.486
2021-10-26T13:40:45+00:00,25.64103,70.2697,19.70223,13039.0,13794.295
2021-10-26T13:42:14+00:00,25.97188,68.54222,19.7684,13054.0,13796.933
2021-10-26T13:44:03+00:00,26.30273,67.3083,19.96692,13105.0,13794.275
2021-10-26T13:45:52+00:00,26.46815,66.77948,19.91729,13129.0,14005.159
2021-10-26T13:47:21+00:00,26.65013,66.10963,19.93383,13053.0,13900.997
2021-10-26T13:48:50+00:00,26.79901,65.052,20.1158,13189.0,13960.596
2021-10-26T13:50:17+00:00,26.79901,65.56319,19.95037,13166.0,13881.972
2021-10-26T13:51:56+00:00,26.84863,64.85809,19.96692,13156.0,13998.133
2021-10-26T13:53:25+00:00,26.89826,64.64658,19.75186,13104.0,13737.197
2021-10-26T13:54:54+00:00,26.93135,64.52318,19.86766,13060.0,13833.442
2021-10-26T13:56:23+00:00,26.96443,63.99436,19.7684,13098.0,13859.872
2021-10-26T13:57:52+00:00,26.96443,63.90623,19.73532,13192.0,13793.76
2021-10-26T14:28:57+00:00,24.2349,77.33827,19.47064,13120.0,13875.459
2021-10-26T14:30:26+00:00,24.48305,77.88472,19.73532,13116.0,14061.722
2021-10-26T14:31:55+00:00,24.9297,76.03384,19.47064,13180.0,14058.799
2021-10-26T14:33:24+00:00,25.31017,74.11246,19.52026,13067.0,13914.561
2021-10-26T14:34:51+00:00,25.60794,73.00194,19.4541,13152.0,13850.838
2021-10-26T15:05:53+00:00,23.9206,80.74034,19.42101,13139.0,14020.083
2021-10-26T15:07:22+00:00,24.15219,81.11052,19.53681,13098.0,14008.234
2021-10-26T15:08:49+00:00,24.64847,79.45356,19.52026,13101.0,13774.734
2021-10-26T15:10:26+00:00,24.97932,77.83184,19.50372,13011.0,14023.67
2021-10-26T15:41:24+00:00,23.65591,81.33967,19.04053,13016.0,13999.435
2021-10-26T15:42:51+00:00,23.82134,81.93901,19.43755,13091.0,13975.143
2021-10-26T15:44:18+00:00,24.31762,79.71797,19.55335,13071.0,14077.825
2021-10-26T15:45:45+00:00,24.71464,77.8671,19.50372,13128.0,13850.838
2021-10-26T15:47:12+00:00,24.97932,76.6508,19.42101,13071.0,13854.146
2021-10-26T15:48:41+00:00,25.16129,75.69892,19.43755,13061.0,13939.049
2021-10-26T16:19:40+00:00,23.49049,81.53358,19.30521,13045.0,13812.786
2021-10-26T16:21:15+00:00,23.67246,81.23392,20.09926,13120.0,13774.734
2021-10-26T16:52:22+00:00,23.15964,82.1858,18.9909,13040.0,13812.786
2021-10-26T16:53:51+00:00,23.37469,81.79799,19.12324,13158.0,13794.275
2021-10-26T16:55:20+00:00,23.97022,79.52406,19.00744,13053.0,13850.838
2021-10-26T16:56:49+00:00,24.31762,77.69082,19.1067,13027.0,13737.197
2021-10-26T16:58:16+00:00,24.48305,76.47453,19.18941,13150.0,14104.412
2021-10-26T16:59:43+00:00,24.64847,75.61078,19.17287,13111.0,14103.362
2021-10-26T17:30:44+00:00,22.82878,83.22581,19.05707,13163.0,14103.877
2021-10-26T17:32:13+00:00,22.99421,83.91327,19.1067,13194.0,13958.073
2021-10-26T17:33:40+00:00,23.49049,81.33967,19.20595,13133.0,13996.127
2021-10-26T17:35:09+00:00,23.93714,79.55931,19.83457,13127.0,13916.435
2021-10-26T17:36:36+00:00,24.15219,78.37828,19.37138,13027.0,13954.486
2021-10-26T18:07:37+00:00,22.66336,85.4116,19.00744,13195.0,13851.373
2021-10-26T18:09:06+00:00,22.84533,85.83465,18.9909,13131.0,13956.631
2021-10-26T18:10:43+00:00,23.34161,83.78988,19.09016,13042.0,13958.075
2021-10-26T18:41:41+00:00,22.49793,87.24483,18.82548,13116.0,14015.151
2021-10-26T18:43:10+00:00,22.66336,88.69029,18.89165,13006.0,14017.318
2021-10-26T18:44:39+00:00,23.15964,85.49974,19.47064,13115.0,13888.889
2021-10-26T18:46:09+00:00,23.54011,83.49021,18.49462,13124.0,14056.513
2021-10-26T19:17:08+00:00,22.28288,88.63741,18.79239,13001.0,14065.311
2021-10-26T19:18:37+00:00,22.49793,88.14384,18.82548,13097.0,13888.889
2021-10-26T19:20:06+00:00,22.94459,86.11669,18.79239,13061.0,13850.838
2021-10-26T19:21:35+00:00,23.32506,84.49498,18.84202,13103.0,13850.838
2021-10-26T19:23:04+00:00,23.62282,83.01429,18.74276,13124.0,13911.225
2021-10-26T19:54:02+00:00,22.05128,89.43063,18.47808,13108.0,13851.373
2021-10-26T19:55:31+00:00,22.31597,89.27199,19.32175,13136.0,14015.151
2021-10-26T19:57:00+00:00,22.74607,87.3506,18.8751,13081.0,13850.838
2021-10-26T19:58:39+00:00,23.15964,85.34109,18.72622,13015.0,13890.521
2021-10-26T20:29:36+00:00,21.83623,91.05235,18.64351,13110.0,13850.838
2021-10-26T20:31:05+00:00,22.08437,91.5988,18.64351,13016.0,13869.864
2021-10-26T20:32:34+00:00,22.59719,89.51878,18.64351,13105.0,13929.107
2021-10-26T20:34:13+00:00,22.99421,87.57977,18.59388,13173.0,14015.151
2021-10-26T20:35:42+00:00,23.32506,85.51736,18.57734,13181.0,14037.486
2021-10-26T20:37:11+00:00,23.49049,84.84753,18.62697,13120.0,13869.864
2021-10-26T20:38:40+00:00,23.65591,83.9309,18.64351,13191.0,14080.748
2021-10-26T20:40:19+00:00,23.75517,83.12004,18.64351,13169.0,13812.786
2021-10-26T21:11:18+00:00,21.93548,89.87132,18.14723,13065.0,13869.864
2021-10-26T21:12:45+00:00,22.16708,89.51878,18.49462,13027.0,13908.451
2021-10-26T21:43:43+00:00,21.75352,90.50591,18.67659,13136.0,13977.1
2021-10-26T21:45:10+00:00,21.98511,90.78795,18.49462,13128.0,13977.1
2021-10-26T21:46:39+00:00,22.41522,89.02522,18.67659,13125.0,13869.864
2021-10-26T21:48:08+00:00,22.82878,87.61501,18.445,13184.0,13869.864
2021-10-26T21:49:43+00:00,23.15964,85.42922,18.95782,13167.0,14054.834
2021-10-26T22:20:41+00:00,21.50538,92.67408,18.59388,13149.0,13889.425
2021-10-26T22:22:10+00:00,21.6708,92.65644,18.34574,13076.0,13888.889
2021-10-26T22:23:39+00:00,22.16708,90.98185,18.3292,13046.0,13949.811
2021-10-26T22:25:08+00:00,22.51448,89.06046,18.31266,13176.0,14122.389
2021-10-26T22:26:37+00:00,22.82878,87.61501,18.27957,13066.0,14038.998
2021-10-26T22:57:58+00:00,21.37303,93.22052,18.37882,13067.0,14080.748
2021-10-26T22:59:25+00:00,21.6708,93.3968,18.34574,13120.0,14015.151
2021-10-26T23:30:52+00:00,21.17452,94.06664,18.29611,13184.0,13869.864
2021-10-27T00:02:22+00:00,21.0091,94.96562,18.66005,13191.0,13889.425
2021-10-27T00:33:47+00:00,20.94293,95.9175,18.29611,13010.0,14034.714
2021-10-27T00:35:14+00:00,21.17452,96.27005,18.11415,13058.0,13869.864
